"Date","Price","Open","High","Low","Vol.","Change %"
"11-03-2022","298.82","297.02","318.45","295.20","87.03M","2.74%"
"10-03-2022","290.85","252.94","294.29","251.49","65.63M","18.60%"
"09-03-2022","245.24","238.73","246.44","237.51","8.08M","4.18%"
"08-03-2022","235.40","231.84","237.39","229.96","6.87M","3.02%"
"07-03-2022","228.50","228.73","230.29","223.29","7.50M","-1.32%"
"04-03-2022","231.55","229.51","237.17","229.30","9.86M","-0.34%"
"03-03-2022","232.34","228.18","234.28","226.52","8.64M","4.14%"
"02-03-2022","223.10","213.74","225.23","213.30","9.09M","2.33%"
"28-02-2022","218.01","212.97","219.67","210.06","8.85M","0.55%"
"25-02-2022","216.81","210.64","219.41","210.64","10.41M","4.15%"
"24-02-2022","208.17","220.85","223.18","206.40","18.21M","-9.77%"
"23-02-2022","230.71","232.61","238.53","230.06","7.68M","0.66%"
"22-02-2022","229.20","227.24","234.28","225.40","10.09M","-4.60%"
"21-02-2022","240.24","250.72","250.72","238.84","11.16M","-4.38%"
"18-02-2022","251.25","254.73","258.16","249.83","11.53M","-0.87%"
"17-02-2022","253.46","251.72","260.27","248.39","21.08M","1.99%"
"16-02-2022","248.52","243.17","254.03","242.95","13.38M","2.14%"
"15-02-2022","243.32","240.83","245.61","233.43","12.39M","2.18%"
"14-02-2022","238.13","248.72","249.33","235.41","11.15M","-5.58%"
"11-02-2022","252.20","249.83","257.38","246.79","12.69M","-0.34%"
"10-02-2022","253.06","250.26","258.16","249.83","22.83M","1.97%"
"09-02-2022","248.16","232.06","254.26","223.74","47.49M","7.58%"
"08-02-2022","230.68","239.17","242.41","227.63","10.94M","-2.75%"
"07-02-2022","237.20","247.05","247.05","234.16","10.96M","-3.77%"
"04-02-2022","246.50","247.05","249.76","241.72","14.28M","1.28%"
"03-02-2022","243.38","230.95","246.39","230.74","22.96M","5.48%"
"02-02-2022","230.74","222.18","231.75","222.08","9.61M","4.32%"
"01-02-2022","221.18","218.52","223.62","214.52","4.60M","1.99%"
"31-01-2022","216.87","221.69","223.67","216.07","5.32M","-0.91%"
"28-01-2022","218.86","222.63","228.05","217.18","6.84M","-0.82%"
"27-01-2022","220.68","219.74","224.84","217.18","9.32M","0.24%"
"25-01-2022","220.15","214.85","223.79","207.16","10.13M","1.33%"
"24-01-2022","217.25","228.51","230.03","213.74","11.30M","-5.01%"
"21-01-2022","228.72","237.38","243.70","226.26","16.01M","-4.89%"
"20-01-2022","240.48","237.17","242.59","235.17","13.17M","1.92%"
"19-01-2022","235.94","224.40","238.17","221.63","17.42M","5.18%"
"18-01-2022","224.33","228.50","231.84","221.10","8.80M","-1.37%"
"17-01-2022","227.44","230.06","231.16","226.66","5.36M","-0.83%"
"14-01-2022","229.35","222.80","230.62","220.82","12.50M","2.94%"
"13-01-2022","222.80","217.07","232.41","214.58","37.37M","3.11%"
"12-01-2022","216.09","218.96","219.74","214.69","3.57M","-0.47%"
"11-01-2022","217.11","216.85","221.85","215.91","6.20M","0.63%"
"10-01-2022","215.76","218.74","219.23","214.25","4.36M","-0.30%"
"07-01-2022","216.42","216.41","220.40","214.52","9.94M","1.24%"
"06-01-2022","213.77","210.59","216.19","208.94","5.54M","0.98%"
"05-01-2022","211.70","212.61","213.94","210.08","3.14M","-0.18%"
"04-01-2022","212.09","212.73","214.08","209.63","3.17M","0.22%"
"03-01-2022","211.63","213.19","213.85","211.14","3.95M","-0.65%"
"31-12-2021","213.02","213.18","215.19","212.30","3.05M","0.40%"
"30-12-2021","212.17","215.92","216.86","210.97","6.43M","-2.19%"
"29-12-2021","216.92","215.85","218.18","215.63","4.30M","1.02%"
"28-12-2021","214.74","222.07","225.18","212.89","18.60M","5.38%"
"27-12-2021","203.77","205.41","208.62","202.08","4.03M","-1.34%"
"24-12-2021","206.54","207.79","211.97","203.53","5.53M","-0.17%"
"23-12-2021","206.90","212.19","213.74","206.18","4.63M","-1.20%"
"22-12-2021","209.41","208.19","214.30","206.64","5.87M","1.41%"
"21-12-2021","206.49","216.15","218.52","205.41","7.85M","-2.67%"
"20-12-2021","212.15","210.97","215.93","200.42","14.78M","-2.43%"
"17-12-2021","217.43","233.17","234.69","215.69","14.30M","-7.13%"
"16-12-2021","234.12","246.72","248.71","231.94","16.86M","-5.14%"
"15-12-2021","246.80","257.45","263.56","242.73","49.44M","-2.99%"
"14-12-2021","254.41","232.06","257.93","231.51","38.20M","8.50%"
"13-12-2021","234.48","235.28","243.00","229.84","20.24M","0.47%"
"10-12-2021","233.38","225.28","239.84","225.08","25.77M","2.70%"
"09-12-2021","227.25","229.61","231.94","223.85","12.88M","-0.50%"
"08-12-2021","228.39","219.74","234.17","217.96","40.91M","5.75%"
"07-12-2021","215.97","209.03","218.74","206.42","17.86M","5.23%"
"06-12-2021","205.23","209.85","218.07","202.64","30.59M","-1.55%"
"03-12-2021","208.47","212.74","216.26","204.30","40.49M","-1.13%"
"02-12-2021","210.86","185.87","215.30","183.43","62.83M","14.96%"
"01-12-2021","183.42","174.55","185.98","172.28","22.66M","5.90%"
"30-11-2021","173.20","171.42","177.32","170.59","11.97M","2.06%"
"29-11-2021","169.70","169.22","175.21","158.29","9.32M","0.65%"
"26-11-2021","168.60","174.32","175.86","167.11","7.41M","-5.05%"
"25-11-2021","177.56","175.21","179.32","174.32","5.03M","1.51%"
"24-11-2021","174.92","179.68","182.10","173.88","9.54M","-1.55%"
"23-11-2021","177.67","168.77","179.32","167.09","12.19M","4.29%"
"22-11-2021","170.36","181.20","182.10","164.89","15.82M","-4.31%"
"18-11-2021","178.03","173.99","180.42","168.17","16.25M","2.77%"
"17-11-2021","173.23","173.46","176.27","171.13","10.70M","0.13%"
"16-11-2021","173.00","166.76","174.10","166.76","17.69M","4.51%"
"15-11-2021","165.53","159.22","169.33","159.22","22.17M","5.18%"
"12-11-2021","157.38","158.78","159.34","156.56","4.25M","-0.35%"
"11-11-2021","157.93","159.00","159.00","155.78","3.25M","-0.20%"
"10-11-2021","158.25","154.34","160.26","153.34","7.69M","2.00%"
"09-11-2021","155.15","156.20","157.56","154.78","3.42M","-0.18%"
"08-11-2021","155.43","154.74","156.00","153.45","3.75M","1.27%"
"04-11-2021","153.48","151.45","156.00","151.23","3.94M","2.22%"
"03-11-2021","150.14","150.43","152.87","148.34","4.81M","0.28%"
"02-11-2021","149.72","150.90","151.78","148.96","2.45M","-0.29%"
"01-11-2021","150.16","148.50","151.86","147.24","3.48M","2.13%"
"29-10-2021","147.03","145.46","152.12","141.15","5.02M","0.40%"
"28-10-2021","146.44","151.36","151.36","144.90","3.37M","-3.26%"
"27-10-2021","151.38","152.45","153.23","147.73","4.81M","-0.05%"
"26-10-2021","151.45","143.24","153.23","143.24","6.40M","6.69%"
"25-10-2021","141.95","147.68","148.03","140.09","4.65M","-3.07%"
"22-10-2021","146.44","150.45","154.87","140.61","4.48M","-2.13%"
"21-10-2021","149.62","150.31","151.88","147.73","2.57M","0.32%"
"20-10-2021","149.15","152.23","154.23","145.58","5.00M","-2.02%"
"19-10-2021","152.23","157.83","157.83","149.93","5.10M","-2.78%"
"18-10-2021","156.59","156.56","159.45","154.04","4.31M","0.97%"
"14-10-2021","155.08","158.78","160.11","152.25","6.42M","-1.74%"
"13-10-2021","157.83","163.22","164.11","157.03","6.94M","-2.50%"
"12-10-2021","161.87","158.11","163.15","156.81","14.76M","1.61%"
"11-10-2021","159.30","150.04","161.00","149.90","26.07M","7.19%"
"08-10-2021","148.61","140.02","151.56","139.00","28.43M","6.86%"
"07-10-2021","139.07","140.17","140.41","137.13","2.46M","0.29%"
"06-10-2021","138.67","142.24","144.17","137.37","7.20M","-1.15%"
"05-10-2021","140.29","137.11","142.30","136.02","6.09M","2.10%"
"04-10-2021","137.40","135.46","139.20","135.46","2.29M","1.51%"
"01-10-2021","135.35","135.91","136.46","134.13","2.64M","-0.99%"
"30-09-2021","136.71","138.52","139.02","136.02","2.67M","-0.81%"
"29-09-2021","137.83","139.35","139.46","136.60","4.20M","-2.39%"
"28-09-2021","141.21","141.01","143.78","137.86","12.31M","1.11%"
"27-09-2021","139.66","131.24","141.29","131.24","22.53M","7.37%"
"24-09-2021","130.07","132.24","132.43","129.13","2.01M","-0.97%"
"23-09-2021","131.34","130.47","133.24","130.13","2.51M","1.09%"
"22-09-2021","129.93","131.24","132.24","129.09","2.02M","0.30%"
"21-09-2021","129.54","127.91","130.47","125.72","3.02M","0.76%"
"20-09-2021","128.56","129.69","133.69","128.25","3.02M","-2.64%"
"17-09-2021","132.05","137.35","137.57","131.33","5.12M","-3.39%"
"16-09-2021","136.68","136.46","138.46","134.80","5.51M","0.28%"
"15-09-2021","136.30","136.57","138.49","134.46","4.76M","-0.17%"
"14-09-2021","136.53","137.19","139.35","135.60","5.38M","0.12%"
"13-09-2021","136.36","138.13","139.68","135.47","7.17M","-1.09%"
"09-09-2021","137.86","132.13","141.57","131.82","23.00M","4.41%"
"08-09-2021","132.04","128.80","133.05","128.80","6.63M","3.37%"
"07-09-2021","127.74","130.02","130.44","126.10","2.74M","-1.50%"
"06-09-2021","129.68","132.34","132.58","129.36","3.57M","-1.38%"
"03-09-2021","131.49","131.80","137.09","131.02","8.51M","0.09%"
"02-09-2021","131.37","132.35","134.02","131.02","2.95M","-0.80%"
"01-09-2021","132.43","133.35","134.35","130.57","4.92M","-0.47%"
"31-08-2021","133.06","133.66","135.30","131.28","6.31M","0.09%"
"30-08-2021","132.94","122.14","134.35","122.03","13.83M","8.95%"
"27-08-2021","122.02","123.02","124.91","121.19","2.79M","-0.25%"
"26-08-2021","122.32","120.14","123.68","118.48","4.31M","2.22%"
"25-08-2021","119.66","119.01","121.25","118.25","3.24M","0.69%"
"24-08-2021","118.84","116.03","119.85","113.62","5.55M","2.95%"
"23-08-2021","115.44","124.42","125.76","114.71","4.71M","-6.37%"
"20-08-2021","123.29","124.80","127.58","122.70","3.73M","-2.07%"
"18-08-2021","125.89","120.36","130.47","120.36","6.99M","3.64%"
"17-08-2021","121.47","124.01","124.04","120.98","2.39M","-2.07%"
"16-08-2021","124.04","126.79","126.79","123.37","1.86M","-1.98%"
"13-08-2021","126.54","125.47","128.25","125.47","2.05M","-1.04%"
"12-08-2021","127.87","125.08","129.77","124.52","4.71M","2.87%"
"11-08-2021","124.30","126.58","127.01","118.93","7.53M","-1.82%"
"10-08-2021","126.61","132.69","133.65","123.25","5.24M","-4.52%"
"09-08-2021","132.60","136.35","136.35","132.25","3.06M","-1.92%"
"06-08-2021","135.19","137.07","137.86","134.85","2.08M","-1.00%"
"05-08-2021","136.56","138.57","139.84","133.24","4.63M","-1.17%"
"04-08-2021","138.17","141.94","141.94","137.49","3.31M","-1.58%"
"03-08-2021","140.39","142.51","143.61","140.02","3.30M","-1.02%"
"02-08-2021","141.84","140.56","142.79","139.66","6.34M","2.29%"
"30-07-2021","138.66","137.99","141.13","137.52","5.33M","0.70%"
"29-07-2021","137.69","136.57","140.79","134.46","6.24M","1.32%"
"28-07-2021","135.90","138.47","138.47","132.70","5.10M","-1.54%"
"27-07-2021","138.03","140.02","143.00","134.35","11.77M","-1.28%"
"26-07-2021","139.82","129.48","141.79","125.47","23.96M","8.10%"
"23-07-2021","129.34","138.27","139.40","128.70","15.85M","-6.47%"
"22-07-2021","138.29","148.78","150.30","137.19","17.74M","-6.55%"
"20-07-2021","147.99","150.45","156.56","145.08","59.36M","0.33%"
"19-07-2021","147.50","131.55","156.12","130.27","109.54M","11.48%"
"16-07-2021","132.31","128.91","134.35","128.58","41.77M","3.38%"
"15-07-2021","127.98","121.42","129.91","121.28","47.31M","5.62%"
"14-07-2021","121.17","120.92","125.14","119.47","38.90M","-1.07%"
"13-07-2021","122.48","111.47","123.80","110.26","79.09M","10.72%"
"12-07-2021","110.62","109.42","112.46","108.16","15.89M","1.88%"
"09-07-2021","108.58","108.69","109.81","107.88","5.25M","0.49%"
"08-07-2021","108.05","106.59","111.92","106.43","14.18M","1.52%"
"07-07-2021","106.43","107.09","107.52","105.49","4.57M","-0.23%"
"06-07-2021","106.68","108.59","109.48","105.41","6.74M","-1.49%"
"05-07-2021","108.29","107.69","111.69","107.15","22.06M","1.80%"
"02-07-2021","106.38","99.27","107.48","99.27","26.58M","7.25%"
"01-07-2021","99.19","100.54","100.70","98.71","2.67M","-0.80%"
"30-06-2021","99.99","101.82","102.09","99.60","2.30M","-1.54%"
"29-06-2021","101.55","103.03","103.71","101.04","3.69M","-0.99%"
"28-06-2021","102.57","101.49","103.20","100.30","7.62M","1.77%"
"25-06-2021","100.79","98.48","101.93","97.71","4.29M","3.07%"
"24-06-2021","97.79","99.54","99.60","97.47","1.94M","-0.97%"
"23-06-2021","98.75","99.82","100.39","98.20","1.95M","-0.42%"
"22-06-2021","99.17","100.92","101.81","98.27","3.36M","-0.68%"
"21-06-2021","99.85","97.71","101.03","96.97","4.05M","0.40%"
"18-06-2021","99.45","101.71","102.71","95.15","6.62M","-1.34%"
"17-06-2021","100.80","102.71","103.37","100.40","4.93M","-2.27%"
"16-06-2021","103.14","104.94","105.45","102.84","4.23M","-1.72%"
"15-06-2021","104.94","103.81","106.42","102.75","14.36M","1.56%"
"14-06-2021","103.33","103.14","104.48","99.50","5.34M","0.69%"
"11-06-2021","102.62","104.37","105.23","102.37","4.18M","-0.96%"
"10-06-2021","103.61","101.82","105.89","101.26","11.26M","2.36%"
"09-06-2021","101.22","103.25","103.25","99.39","5.12M","-1.45%"
"08-06-2021","102.71","103.05","104.15","101.94","3.99M","-0.70%"
"07-06-2021","103.43","103.48","104.82","102.26","4.82M","0.27%"
"04-06-2021","103.15","103.37","105.20","102.30","5.43M","-0.17%"
"03-06-2021","103.33","102.60","105.04","102.24","5.58M","1.14%"
"02-06-2021","102.17","103.42","104.32","101.71","6.55M","-1.34%"
"01-06-2021","103.56","107.25","107.58","101.88","11.54M","-3.07%"
"31-05-2021","106.84","104.04","108.57","102.74","24.26M","2.72%"
"28-05-2021","104.01","102.26","105.37","101.04","21.91M","2.87%"
"27-05-2021","101.11","103.30","105.26","99.15","37.46M","-0.08%"
"26-05-2021","101.19","91.16","104.63","91.05","77.12M","14.06%"
"25-05-2021","88.72","88.27","89.22","87.13","12.25M","1.43%"
"24-05-2021","87.47","83.62","88.16","82.89","13.09M","5.45%"
"21-05-2021","82.95","84.02","85.82","82.61","4.26M","-0.59%"
"20-05-2021","83.44","84.20","84.75","82.95","3.38M","-0.81%"
"19-05-2021","84.12","83.94","85.05","82.87","4.81M","0.12%"
"18-05-2021","84.02","83.50","86.33","82.85","8.01M","0.96%"
"17-05-2021","83.22","84.09","85.35","82.30","7.07M","-0.37%"
"14-05-2021","83.53","82.58","85.50","80.28","16.41M","2.24%"
"12-05-2021","81.70","78.83","83.22","78.72","17.19M","4.12%"
"11-05-2021","78.47","76.06","79.50","75.74","6.08M","1.16%"
"10-05-2021","77.57","78.86","79.57","77.17","4.62M","-0.47%"
"07-05-2021","77.94","76.67","80.38","76.61","23.65M","2.77%"
"06-05-2021","75.84","69.51","76.95","69.19","32.08M","9.12%"
"05-05-2021","69.50","69.94","69.95","68.73","2.16M","0.80%"
"04-05-2021","68.95","69.41","71.26","68.34","10.86M","0.54%"
"03-05-2021","68.58","66.18","69.06","65.95","3.50M","2.83%"
"30-04-2021","66.69","66.84","68.12","66.06","1.89M","-0.79%"
"29-04-2021","67.22","68.74","69.39","66.87","1.76M","-2.14%"
"28-04-2021","68.69","68.73","69.31","68.18","4.25M","0.12%"
"27-04-2021","68.61","66.63","69.06","66.42","6.88M","2.97%"
"26-04-2021","66.63","66.63","67.39","66.08","1.58M","0.27%"
"23-04-2021","66.45","66.62","67.45","66.07","1.84M","-0.40%"
"22-04-2021","66.72","65.57","67.71","64.81","4.16M","1.57%"
"20-04-2021","65.69","64.18","66.50","64.07","3.77M","3.30%"
"19-04-2021","63.59","63.29","64.22","62.73","2.44M","-3.06%"
"16-04-2021","65.60","65.65","66.92","65.21","2.81M","-0.12%"
"15-04-2021","65.68","63.07","66.95","63.07","2.22M","3.38%"
"13-04-2021","63.53","64.38","64.58","62.55","2.36M","-0.55%"
"12-04-2021","63.88","66.13","66.14","63.35","3.57M","-5.63%"
"09-04-2021","67.69","67.10","68.23","66.29","2.55M","0.88%"
"08-04-2021","67.10","67.40","68.18","66.80","4.20M","-0.36%"
"07-04-2021","67.34","65.07","69.06","64.74","13.02M","3.49%"
"06-04-2021","65.07","62.66","66.29","62.30","7.39M","3.91%"
"05-04-2021","62.62","64.73","64.73","62.10","2.28M","-3.35%"
"01-04-2021","64.79","63.51","65.28","63.07","1.87M","2.18%"
"31-03-2021","63.41","63.07","63.97","62.42","2.23M","0.87%"
"30-03-2021","62.86","61.51","63.93","61.33","3.65M","2.39%"
"26-03-2021","61.39","60.18","61.60","60.18","2.78M","2.38%"
"25-03-2021","59.96","62.10","62.42","59.46","3.39M","-3.45%"
"24-03-2021","62.10","62.58","62.77","61.96","2.27M","-1.11%"
"23-03-2021","62.80","63.29","63.51","62.57","1.64M","-0.52%"
"22-03-2021","63.13","63.48","63.51","62.45","1.38M","0.33%"
"19-03-2021","62.92","63.40","63.81","61.40","2.21M","-0.76%"
"18-03-2021","63.40","64.07","64.18","62.87","2.12M","-0.19%"
"17-03-2021","63.52","63.78","64.01","63.01","2.70M","0.16%"
"16-03-2021","63.42","64.27","64.28","63.29","3.06M","-0.55%"
"15-03-2021","63.77","65.12","65.28","63.40","2.45M","-1.82%"
"12-03-2021","64.95","65.40","65.70","64.61","2.19M","-0.28%"
"10-03-2021","65.13","65.51","65.84","64.96","1.27M","-0.05%"
"09-03-2021","65.16","64.96","65.69","64.73","2.07M","1.01%"
"08-03-2021","64.51","65.40","65.53","64.18","2.20M","-0.69%"
"05-03-2021","64.96","66.19","66.75","64.73","3.10M","-2.36%"
"04-03-2021","66.53","65.51","67.59","64.92","4.41M","0.97%"
"03-03-2021","65.89","65.62","66.18","65.06","3.03M","1.09%"
"02-03-2021","65.18","64.66","65.84","64.66","3.42M","1.72%"
"01-03-2021","64.08","64.96","65.23","63.97","2.68M","-0.76%"
"26-02-2021","64.57","63.62","65.51","63.55","4.75M","0.00%"
"25-02-2021","64.57","65.51","65.74","64.41","2.60M","0.25%"
"24-02-2021","64.41","63.85","66.51","63.85","2.61M","1.39%"
"23-02-2021","63.53","64.40","64.76","63.40","3.69M","-0.53%"
"22-02-2021","63.87","65.07","65.94","63.62","3.37M","-2.17%"
"19-02-2021","65.29","65.07","66.73","64.63","3.99M","0.34%"
"18-02-2021","65.07","65.95","65.95","64.87","2.71M","-0.52%"
"17-02-2021","65.41","66.29","66.95","64.96","3.20M","-1.24%"
"16-02-2021","66.23","67.94","68.44","63.47","5.95M","-1.95%"
"15-02-2021","67.55","66.40","69.34","66.40","9.98M","2.13%"
"12-02-2021","66.14","67.02","67.94","65.95","3.47M","-1.15%"
"11-02-2021","66.91","66.51","67.24","66.40","2.25M","0.47%"
"10-02-2021","66.60","67.53","67.58","66.23","2.03M","-0.86%"
"09-02-2021","67.18","67.83","69.06","66.95","3.72M","-0.52%"
"08-02-2021","67.53","67.84","68.83","67.18","2.46M","-0.32%"
"05-02-2021","67.75","68.62","68.74","67.41","2.46M","-0.65%"
"04-02-2021","68.19","69.95","70.06","67.86","5.77M","-0.89%"
"03-02-2021","68.80","67.54","69.11","66.97","4.75M","1.87%"
"02-02-2021","67.54","67.68","69.25","66.76","3.03M","1.37%"
"01-02-2021","66.63","66.50","67.29","64.96","2.01M","2.02%"
"29-01-2021","65.31","65.80","66.72","64.69","1.29M","-1.20%"
"28-01-2021","66.10","64.40","66.67","63.98","2.10M","2.15%"
"27-01-2021","64.71","66.24","66.24","64.40","2.34M","-2.24%"
"25-01-2021","66.19","67.18","67.66","65.11","1.65M","-0.82%"
"22-01-2021","66.74","67.66","68.42","66.29","2.49M","-1.36%"
"21-01-2021","67.66","68.95","69.51","67.13","3.27M","-1.07%"
"20-01-2021","68.39","68.84","68.84","68.27","1.28M","-0.42%"
"19-01-2021","68.68","68.40","69.01","68.13","1.14M","0.91%"
"18-01-2021","68.06","69.02","69.17","67.54","1.90M","-1.49%"
"15-01-2021","69.09","69.96","70.29","68.60","1.89M","-1.19%"
"14-01-2021","69.92","69.95","70.29","69.29","1.59M","0.10%"
"13-01-2021","69.85","70.75","71.06","69.29","2.48M","-1.09%"
"12-01-2021","70.62","70.40","71.50","69.94","2.40M","0.56%"
"11-01-2021","70.23","71.84","72.00","69.56","3.09M","-1.78%"
"08-01-2021","71.50","71.73","72.51","71.08","5.50M","0.20%"
"07-01-2021","71.36","71.62","72.50","70.95","7.35M","0.44%"
"06-01-2021","71.05","71.17","72.17","70.09","4.50M","-0.08%"
"05-01-2021","71.11","71.62","71.92","70.52","3.90M","-1.04%"
"04-01-2021","71.86","72.17","73.06","71.28","8.81M","2.12%"
"01-01-2021","70.37","68.94","71.40","68.94","11.25M","2.36%"